,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_2169,0.46841335,0.32160556,0.3885681,0.4651017,0.2927938,0.52581275,0.68592864,0.8209888,0.6145653,0.42005974,0.28971583,0.36165488,0.427826,0.48002008,0.25205195,0.3049605,0.27340302,0.009237205,0.6040809,0.54191124,0.29978105,0.29045743,0.4194309,0.23793662
sample_2170,0.46814188,0.3691166,0.38678452,0.46557835,0.29219744,0.5239049,0.6964779,0.816948,0.6146096,0.41930854,0.27764422,0.36178607,0.42782593,0.4800885,0.25287798,0.30496082,0.27340078,0.0093634715,0.6040701,0.49649167,0.29950705,0.29537928,0.38389403,0.22694752
sample_2171,0.46936777,0.56348,0.39357305,0.46436593,0.28942582,0.5291314,0.64794886,0.85302174,0.61446,0.42139304,0.31884533,0.36122864,0.42782602,0.47989064,0.25425443,0.3049597,0.26789606,0.014713533,0.6041655,0.73198617,0.3007097,0.27985072,0.5746107,0.26113263
sample_2172,0.47225985,0.48018867,0.40001997,0.45718336,0.29013357,0.54187375,0.61106706,0.8809307,0.61408764,0.42535216,0.3802775,0.36034614,0.42782563,0.47967318,0.25731927,0.30495763,0.23590387,0.01059599,0.60429287,1.0337851,0.3023352,0.25790137,0.77801585,0.31852475
sample_2173,0.48091328,0.39789405,0.43115833,0.4647485,0.28949368,0.5646898,0.67099094,0.85600394,0.61387706,0.42880195,0.40674084,0.35991254,0.42782524,0.4796061,0.26534694,0.3049524,0.27346224,0.008545702,0.6044298,0.70651424,0.3031342,0.2553251,0.8459563,0.33833182
sample_2174,0.4678853,0.30338073,0.38508987,0.4655045,0.29360935,0.5230186,0.71061313,0.8243649,0.6146337,0.4185556,0.26902723,0.3618938,0.42782602,0.48013622,0.2517113,0.30496106,0.27343237,0.00958835,0.6040606,0.44807446,0.2992505,0.29886082,0.34041244,0.22017723
sample_2175,0.4695488,0.34557322,0.39010808,0.46551716,0.29043356,0.530699,0.6538167,0.8405413,0.6144484,0.42150128,0.31947356,0.36125097,0.42782593,0.4798837,0.25218567,0.30495965,0.25289705,0.009750098,0.60410416,0.7038318,0.30063963,0.27903384,0.5510412,0.2631503
sample_2176,0.49520466,0.38406336,0.4445192,0.46523058,0.28952906,0.5753702,0.6726071,0.85471594,0.6137216,0.43328658,0.42400783,0.3596202,0.42782426,0.47956955,0.26570413,0.3049478,0.27384862,0.00067596603,0.60494876,0.7044209,0.30365485,0.25107116,0.8953436,0.35334626
sample_2177,0.46755433,0.28944033,0.38393223,0.4655779,0.29409868,0.52216214,0.7267096,0.8046117,0.61466336,0.41844994,0.2582418,0.3620138,0.42782608,0.4802024,0.251352,0.30496123,0.2733986,0.01163833,0.60404587,0.39889723,0.29896307,0.30328444,0.3299291,0.2113966
sample_2178,0.48701075,0.36045718,0.45289093,0.46494335,0.2901926,0.5698049,0.67410403,0.85369325,0.61374784,0.43248668,0.41928297,0.35974145,0.4278236,0.4795769,0.2604052,0.30495042,0.27351242,0.010683192,0.60481316,0.692839,0.30340776,0.2519581,0.8487131,0.35065657
sample_2179,0.4697356,0.47768268,0.39214593,0.46503592,0.2897742,0.5301732,0.6465806,0.8623837,0.6144263,0.42212278,0.32470727,0.36116818,0.42782602,0.47986293,0.25497165,0.30495948,0.2734489,0.009650384,0.6041643,0.744351,0.3008077,0.27758294,0.5695206,0.26725578
sample_2180,0.5174088,0.40898836,0.4674638,0.46433645,0.28927144,0.6079039,0.65415907,0.87060016,0.6130355,0.43694648,0.48825836,0.35840684,0.42782328,0.47947344,0.271687,0.30494335,0.2734319,0.005523375,0.6055192,0.84119105,0.30571207,0.23307389,1.0450314,0.41225615
sample_2181,0.4695064,0.53244483,0.39364928,0.4649382,0.2897229,0.53166,0.6396229,0.84332323,0.614393,0.42175406,0.33147126,0.36107445,0.42782605,0.47983623,0.25522983,0.30495965,0.2383624,0.009534252,0.60419106,0.7846956,0.3009979,0.27452117,0.5808719,0.27352226
sample_2182,0.46802023,0.32519093,0.3860003,0.4648364,0.29319316,0.52440614,0.7015283,0.8140559,0.61461604,0.41960305,0.2748569,0.36182797,0.42782596,0.48010218,0.25280964,0.3049609,0.27342802,0.008174628,0.6040652,0.47702688,0.29940316,0.29629743,0.36885762,0.22513005
sample_2183,0.46836567,0.38458216,0.38715857,0.46529895,0.2917273,0.5247816,0.6883493,0.8256953,0.61459464,0.4187301,0.28248727,0.361726,0.427826,0.48006234,0.25394446,0.30496082,0.27339852,0.0096212905,0.6040811,0.52528083,0.2996447,0.29336745,0.39549112,0.2309382
sample_2184,0.4868468,0.3506024,0.44478527,0.4646065,0.29036543,0.57993317,0.66874945,0.87192863,0.61365956,0.43357274,0.42861164,0.35958004,0.42782468,0.47955868,0.2688615,0.30494902,0.2734682,0.0012124116,0.60486364,0.7260005,0.30368292,0.24881208,0.85847986,0.35962376
sample_2185,0.5582722,0.5384362,0.50210184,0.4637777,0.24945274,0.7474942,0.6268738,0.91862255,0.6115352,0.45362887,0.5974889,0.35585874,0.4278215,0.47941285,0.27795783,0.30492377,0.27385324,0.0061829314,0.6074507,1.1025226,0.3098509,0.20722884,1.5401969,0.5096147
sample_2186,0.46769148,0.29935697,0.38407606,0.46509838,0.2940053,0.5224395,0.72018284,0.806662,0.61465126,0.41862485,0.26264787,0.361967,0.42782605,0.48017436,0.25101683,0.30496112,0.27340302,0.016203152,0.60405225,0.4177323,0.29907525,0.30144197,0.33157992,0.21504697
sample_2187,0.46797654,0.35038924,0.38598868,0.46525976,0.29295364,0.52422017,0.7023826,0.8146194,0.6146201,0.41914988,0.27417117,0.36182758,0.42782605,0.48010793,0.25191128,0.30496094,0.27342045,0.021344312,0.60406315,0.4769286,0.29941082,0.2968999,0.3517772,0.22404853
sample_2188,0.46881866,0.34878528,0.39032567,0.46503553,0.29271215,0.52802163,0.67128545,0.8282135,0.61452144,0.42074308,0.30113572,0.36151433,0.427826,0.47996283,0.25412068,0.30496028,0.27340758,0.008340312,0.604087,0.60325396,0.30007854,0.2858613,0.48182082,0.24799037
sample_2189,0.4690119,0.47374916,0.38970113,0.46575704,0.2896238,0.52679104,0.66391027,0.8356893,0.61452144,0.42103168,0.30352968,0.36144814,0.42782602,0.4799576,0.25512683,0.30496025,0.27339596,0.01917244,0.6041244,0.64086485,0.30025056,0.2854692,0.48794603,0.2483218
sample_2190,0.46906927,0.4502047,0.3916555,0.46529585,0.2899345,0.5281408,0.6609408,0.8410375,0.6144995,0.42077202,0.30843377,0.36139023,0.42782596,0.47993353,0.25376242,0.30496022,0.27341384,0.009374569,0.60411584,0.65903544,0.3003627,0.28356165,0.5137711,0.25291678
sample_2191,0.5135273,0.45642373,0.4869481,0.4647175,0.28901207,0.64325404,0.65193844,0.88243026,0.6130288,0.44358566,0.49074292,0.35831118,0.42782295,0.4794719,0.27254662,0.30494288,0.2739364,0.013475976,0.60475075,0.8587545,0.30590287,0.23267823,1.1983047,0.41310972
sample_2192,0.52659875,0.40758133,0.51608026,0.46551636,0.28950423,0.6574701,0.6421116,0.9060807,0.6123583,0.4288996,0.5375542,0.35741708,0.42782402,0.47943208,0.2691963,0.30494127,0.27377528,0.01621773,0.60543317,0.944921,0.30727977,0.22029352,1.302965,0.45932952
sample_2193,0.4681972,0.30559266,0.38616267,0.46492457,0.2938168,0.5242709,0.70535266,0.80611354,0.61461514,0.4196259,0.2745213,0.3618391,0.427826,0.48010203,0.2522372,0.30496085,0.27340972,0.010241914,0.60406804,0.4668823,0.29936796,0.29652584,0.36835444,0.22520351
sample_2194,0.46800497,0.29625395,0.38581502,0.4649898,0.29329,0.52379656,0.7057344,0.8080729,0.6146233,0.41893724,0.27261126,0.36185187,0.42782593,0.48011538,0.25277895,0.30496094,0.2734174,0.013274142,0.60405195,0.46506125,0.2993485,0.2974335,0.36397123,0.22309491
sample_2195,0.46858096,0.34017256,0.3884377,0.46520326,0.2928755,0.5254392,0.6873821,0.8264473,0.6145752,0.42106616,0.28710324,0.36168444,0.42782605,0.48003432,0.25257987,0.30496058,0.27343586,0.013952704,0.60408115,0.5334438,0.29972005,0.29144472,0.42513442,0.23559481
sample_2196,0.49844086,0.40783256,0.46739945,0.46449682,0.2893449,0.6002848,0.6607698,0.86926734,0.61335635,0.43756375,0.46077383,0.3589349,0.4278238,0.47950816,0.26876092,0.30494446,0.2741878,0.014056827,0.6052473,0.78824854,0.3048366,0.2405211,0.9903832,0.38672236
sample_2197,0.4833337,0.38070568,0.41577667,0.46474394,0.28983316,0.5690043,0.6703669,0.8536395,0.61382574,0.43115386,0.41150177,0.35985547,0.42782533,0.47959417,0.25636235,0.30495185,0.27361685,0.018960044,0.6044708,0.71081394,0.30321425,0.2536902,0.8293927,0.3435725
sample_2198,0.51478565,0.43744272,0.4663766,0.46353862,0.28872213,0.60947084,0.6552992,0.88103807,0.61315966,0.4389298,0.47895598,0.35856518,0.42782238,0.4794848,0.2709596,0.3049446,0.27444226,0.010837635,0.6050986,0.8309212,0.30546772,0.23569602,1.057037,0.4028744
sample_2199,0.4902137,0.38708547,0.44456944,0.46467718,0.29004106,0.57475597,0.6664687,0.84043765,0.613643,0.4336471,0.4313401,0.35951003,0.4278246,0.47955465,0.2658096,0.3049493,0.27365604,0.013987484,0.6045691,0.74104166,0.3038204,0.2480917,0.8591527,0.36144623
sample_2200,0.5636635,0.47646302,0.53267485,0.46222785,0.2838279,0.6848953,0.630267,0.91335696,0.61165327,0.4463184,0.586425,0.3562277,0.4278199,0.47941425,0.27753976,0.30492598,0.27459902,0.02893568,0.60686743,1.0640999,0.30920434,0.20923871,1.4443619,0.50238305
sample_2201,0.51283574,0.44799775,0.47005332,0.46506244,0.28652886,0.6075245,0.6550257,0.8846024,0.6132022,0.44059727,0.47663498,0.35858023,0.42782304,0.47948852,0.27552563,0.30494386,0.2739725,0.017119005,0.6054718,0.8329829,0.30546725,0.23647425,1.0212014,0.39973184
sample_2202,0.55018836,0.3764223,0.5210371,0.4607089,0.27791372,0.7035988,0.63022476,0.922691,0.6118404,0.45135176,0.5767089,0.35641518,0.42782122,0.47941682,0.2775958,0.30494234,0.24554971,0.004326702,0.6068061,1.0632098,0.30896693,0.21030948,1.6107461,0.49297974
sample_2203,0.51963115,0.44560224,0.5181438,0.46443957,0.2868084,0.65127116,0.64516777,0.902477,0.61258477,0.44395855,0.52392197,0.35764974,0.42782456,0.4794418,0.27378702,0.30493605,0.27385455,0.009270022,0.60574967,0.9187499,0.30695868,0.22412932,1.2191699,0.44456118
sample_2204,0.4682876,0.3193689,0.38734204,0.46505705,0.29311675,0.52479756,0.69576955,0.81442213,0.6145952,0.41948918,0.2811451,0.36175686,0.42782602,0.4800661,0.25396487,0.3049608,0.273399,0.010578053,0.60406387,0.50179315,0.2995587,0.2938872,0.39056283,0.2305415
sample_2205,0.4687444,0.32448667,0.38991857,0.4649811,0.29312137,0.5260695,0.68087363,0.82584983,0.61454993,0.42021325,0.29369146,0.36160892,0.42782587,0.4799992,0.25335032,0.30496046,0.27341917,0.006652878,0.60409015,0.561736,0.29987735,0.28878534,0.45108968,0.24154636
sample_2206,0.47154188,0.5705976,0.39953142,0.46307552,0.2894351,0.5389073,0.6123547,0.9093231,0.61413556,0.42427412,0.37554592,0.36038116,0.4278259,0.47968945,0.25404373,0.304958,0.26572317,0.008536697,0.6043849,1.0267242,0.30230033,0.26031798,0.81953317,0.31235525
sample_2207,0.4784737,0.4952302,0.4260307,0.4642651,0.28707835,0.5688051,0.6346181,0.9030365,0.6133806,0.43231484,0.46215487,0.35882145,0.4278251,0.479509,0.26367503,0.30495203,0.26723975,0.006957238,0.6043883,0.9725727,0.30504277,0.23770711,1.0857061,0.3884338
sample_2208,0.53242344,0.3819341,0.5063783,0.46373752,0.28945306,0.63336444,0.649564,0.886382,0.61276346,0.44426918,0.5093865,0.35798535,0.42782214,0.4794527,0.2774054,0.30493897,0.27415627,0.0077021066,0.6058282,0.88044107,0.30639476,0.22766453,1.1736279,0.43198043
sample_2209,0.4675459,0.29569706,0.38355324,0.4653301,0.2940708,0.5218958,0.7295448,0.8050888,0.6146694,0.41830114,0.2561533,0.3620337,0.42782608,0.4802165,0.2505973,0.30496126,0.2733975,0.012268118,0.6040442,0.3913709,0.29891613,0.30426633,0.30728364,0.20954734
sample_2210,0.5181932,0.39491323,0.4865764,0.4634544,0.28947908,0.6161089,0.6594142,0.87074137,0.6132213,0.44891185,0.47179794,0.35874778,0.42782384,0.47949246,0.2797619,0.30494344,0.2735938,0.013350219,0.60541356,0.8001189,0.3051346,0.23742959,0.9633649,0.3975558
sample_2211,0.5135524,0.4022923,0.48519203,0.46434486,0.28947726,0.61671937,0.6616286,0.8677269,0.6133002,0.4383228,0.46470386,0.35888633,0.42782328,0.47950175,0.26887804,0.30494386,0.2746661,0.0037513808,0.60535496,0.78342867,0.30490002,0.23945576,1.0844023,0.3910294
sample_2212,0.46864676,0.3894355,0.38922247,0.46525493,0.29161856,0.525042,0.68770075,0.81796217,0.6145837,0.42010692,0.28549868,0.36169237,0.42782593,0.48004526,0.25266385,0.3049606,0.2733972,0.012109005,0.60408485,0.53298557,0.29971406,0.2922951,0.41164237,0.23360372
sample_2213,0.4678961,0.30418134,0.38457644,0.46525645,0.2938675,0.52255535,0.71811926,0.80830944,0.61464745,0.41823763,0.2640782,0.3619505,0.42782605,0.4801657,0.2512356,0.30496114,0.273401,0.00956994,0.60404545,0.42439353,0.29911497,0.30092186,0.32983243,0.21616179
sample_2214,0.4689316,0.4591251,0.39129308,0.4656957,0.29060307,0.5263357,0.6671821,0.83077025,0.6145306,0.4205982,0.30086535,0.36149004,0.4278259,0.4799699,0.2532305,0.30496025,0.23714942,0.008417199,0.6041073,0.6221535,0.3001652,0.2857319,0.48250687,0.24650347
sample_2215,0.46838474,0.34117025,0.38732898,0.46514136,0.2930153,0.52526975,0.6905631,0.8208637,0.61458254,0.41991553,0.28503412,0.3617086,0.42782602,0.4800454,0.2525425,0.3049606,0.27340677,0.013647297,0.60405725,0.52208567,0.2996674,0.292343,0.42591608,0.23376206
sample_2216,0.5201205,0.40710306,0.49241087,0.46406737,0.28932235,0.6230403,0.6488926,0.89086074,0.6128014,0.44171348,0.50640744,0.35804784,0.42782238,0.47945526,0.27164924,0.30494308,0.27466458,0.017517218,0.6052005,0.88392854,0.30628666,0.22826776,0.9625587,0.42949376
sample_2217,0.48789942,0.3098969,0.441065,0.46534967,0.28980306,0.5640609,0.6810884,0.8401303,0.6139409,0.43086344,0.3976547,0.36009255,0.42782372,0.47962534,0.26456484,0.3049504,0.2737034,0.014864925,0.6044008,0.6486964,0.30279744,0.2588783,0.6906378,0.3302963
sample_2218,0.5103787,0.39606863,0.47775334,0.46649233,0.28927252,0.60901105,0.658342,0.856875,0.6132366,0.43842328,0.4709149,0.3587541,0.4278227,0.47949392,0.26088622,0.30494422,0.27341962,0.012099503,0.6051409,0.8069793,0.30512986,0.2375946,0.96116143,0.39654997
sample_2219,0.46774948,0.30247,0.38479865,0.46541598,0.29391286,0.522977,0.71706367,0.805111,0.6146456,0.41879055,0.26469553,0.36194432,0.42782602,0.48016182,0.2518152,0.30496106,0.27341378,0.008646793,0.6040467,0.42710066,0.2991296,0.3005793,0.3352567,0.21672538
sample_2220,0.48751432,0.35759914,0.45074317,0.4612354,0.29009926,0.5893979,0.6578152,0.83994305,0.61346376,0.4327121,0.4489144,0.35919517,0.42782483,0.47952446,0.26285207,0.30494937,0.2735113,0.01919789,0.6049023,0.80010355,0.30434772,0.24256137,0.9592244,0.37826738
sample_2221,0.46847227,0.33961862,0.38950467,0.4651701,0.29289255,0.52574617,0.6836229,0.8276252,0.61455774,0.42008945,0.2919593,0.361625,0.42782596,0.48000896,0.25389516,0.30496046,0.27339435,0.0021705974,0.60408765,0.553066,0.29984745,0.28965032,0.42626715,0.23973691
sample_2222,0.46791714,0.3096043,0.3863157,0.46527156,0.29380196,0.52342427,0.7109098,0.8094444,0.6146328,0.4190285,0.2691045,0.36189577,0.42782608,0.48013502,0.25103348,0.304961,0.2733968,0.011475751,0.60405505,0.44672143,0.2992433,0.2987417,0.34018064,0.22041282
sample_2223,0.49124786,0.40699476,0.45085752,0.4646814,0.28945163,0.56661296,0.661252,0.86828977,0.6135023,0.43526506,0.44667184,0.3592055,0.42782477,0.47952935,0.26965865,0.3049481,0.2736521,0.012045679,0.604943,0.7793802,0.3043644,0.2438963,0.9640937,0.37456504
sample_2224,0.46893403,0.40013027,0.38977838,0.4651692,0.29123047,0.5261642,0.6722898,0.8275923,0.6145326,0.42104596,0.29946125,0.36151874,0.42782602,0.4799739,0.25373745,0.30496028,0.27343163,0.007455743,0.6041179,0.60241866,0.30008534,0.28683597,0.44976753,0.24564916
sample_2225,0.51388675,0.4579988,0.49639082,0.4644108,0.2875829,0.6382121,0.6465664,0.895202,0.61281866,0.4384876,0.5077664,0.3579547,0.42782322,0.47945535,0.269948,0.30494285,0.27440786,0.019963443,0.60564303,0.9033842,0.30648607,0.22822031,1.1869012,0.42876855
sample_2226,0.46753854,0.2926699,0.38358343,0.46554607,0.29409766,0.5221127,0.7291857,0.8052194,0.6146682,0.41827193,0.2565149,0.36203092,0.42782608,0.48021388,0.25122273,0.30496126,0.27339664,0.012506062,0.6040441,0.3922099,0.29892218,0.3040504,0.3028702,0.20991486
sample_2227,0.51356536,0.40684256,0.462311,0.46393833,0.28931668,0.5964402,0.6571561,0.87352395,0.61320096,0.4398989,0.47416472,0.35868767,0.42782387,0.47948986,0.27222627,0.30494404,0.2735213,0.0134885525,0.60502195,0.8159554,0.3052424,0.2367158,1.0448897,0.39946726
sample_2228,0.48436895,0.32192075,0.4469724,0.46407253,0.29268748,0.5733962,0.6652615,0.85714066,0.61363983,0.4293848,0.42918384,0.3596004,0.4278246,0.4795561,0.26821756,0.3049512,0.27344477,0.023914231,0.6047496,0.7446712,0.30361333,0.24783844,0.83705544,0.36185533
sample_2229,0.55099523,0.55098957,0.5430124,0.46517813,0.2531096,0.81513953,0.6129118,0.9825765,0.6103206,0.45847806,0.6630543,0.35424873,0.4278223,0.4794187,0.28620738,0.30493683,0.2586175,0.00833552,0.6086322,1.2729958,0.31224436,0.19181055,1.7448556,0.5734373
sample_2230,0.467963,0.34450638,0.38541573,0.46521166,0.29298776,0.5232258,0.70540965,0.8149323,0.61462426,0.41939822,0.2725622,0.361849,0.427826,0.4801165,0.2520559,0.30496085,0.27341646,0.0107707465,0.60406315,0.4667412,0.29935825,0.29755345,0.36999887,0.22285196
sample_2231,0.4683023,0.3542288,0.38656187,0.4652108,0.29259184,0.52419126,0.6939809,0.8300256,0.61459917,0.4196367,0.28063422,0.3617539,0.427826,0.48007104,0.25174743,0.30496073,0.27339774,0.011845887,0.6040754,0.5073602,0.29957527,0.2941783,0.3897491,0.22963321
sample_2232,0.50685954,0.36230624,0.45570576,0.46486378,0.28955024,0.6157533,0.6616903,0.851911,0.6133693,0.43606067,0.4590702,0.3589787,0.4278221,0.4795102,0.2723519,0.30494374,0.27429295,0.014851037,0.6046098,0.78145397,0.30475372,0.24093822,0.9554269,0.38552886
sample_2233,0.4676991,0.30258188,0.38436034,0.46515733,0.29397824,0.5226114,0.71976495,0.80551934,0.61465216,0.4186848,0.26244628,0.36196816,0.4278261,0.4801761,0.252204,0.30496103,0.27339432,0.0036053471,0.6040517,0.418154,0.29907498,0.3014225,0.32568467,0.214843
sample_2234,0.50544214,0.41531676,0.45691922,0.46422052,0.2893766,0.5994041,0.661748,0.85930026,0.6134073,0.43113843,0.45622498,0.35901752,0.42782366,0.47951493,0.26187044,0.30494764,0.27352077,0.016995985,0.6051898,0.7806201,0.3047005,0.24173555,0.94136745,0.38246718
sample_2235,0.53055966,0.43233266,0.49348396,0.4642141,0.28920084,0.6480961,0.6405278,0.90601236,0.61239636,0.44548005,0.5367392,0.35738778,0.4278231,0.47943315,0.2744602,0.30493754,0.27408376,0.009253818,0.6064635,0.9583448,0.30735773,0.22065622,1.0723096,0.4572822
sample_2236,0.5771035,0.55836946,0.57034415,0.46470392,0.2726364,0.7472165,0.620672,0.95292985,0.61091375,0.4491029,0.63295996,0.3550009,0.4278211,0.4794126,0.271409,0.30492145,0.22932926,0.0061401324,0.6070533,1.178161,0.31118563,0.1978277,1.7411115,0.5440739
sample_2237,0.50613374,0.32349527,0.46359518,0.46236676,0.29279444,0.596634,0.6660292,0.87278795,0.6134129,0.43668857,0.4511345,0.35921302,0.42782348,0.47951883,0.26787925,0.30494654,0.27434275,0.014682792,0.6051033,0.7489139,0.30428496,0.2424959,0.926052,0.38127866
sample_2238,0.5063138,0.4357834,0.45735183,0.4647514,0.2882363,0.6069169,0.65672654,0.8317771,0.6132762,0.43805733,0.4697445,0.3587237,0.42782313,0.4794971,0.2611208,0.3049464,0.27405626,0.0046883486,0.6049687,0.81884444,0.30522037,0.23824108,1.0509393,0.39373657
sample_2239,0.6154114,0.5740588,0.57488644,0.46234632,0.24258041,0.87629193,0.60896045,1.008391,0.60921377,0.4799819,0.7168301,0.35279885,0.42781767,0.4794411,0.29357457,0.30486956,0.22793442,0.009096468,0.6109722,1.3431361,0.31442636,0.18061459,1.7600936,0.62373364
sample_2240,0.48744008,0.36746493,0.43384844,0.46435946,0.29042986,0.58380765,0.66078913,0.856528,0.613514,0.4348202,0.44367903,0.3593002,0.4278245,0.47953257,0.27106708,0.30495045,0.27342165,0.005383298,0.6049512,0.7792009,0.3041648,0.24411738,0.9411959,0.3735894
sample_2241,0.51991487,0.40405577,0.46466583,0.46448323,0.28938305,0.6355588,0.65480715,0.8571589,0.61308706,0.44001344,0.48405635,0.35848868,0.42782408,0.47947815,0.27268717,0.30494386,0.27346328,0.012782703,0.60512984,0.83531904,0.30557728,0.23414677,1.0995507,0.4083797
sample_2242,0.4681305,0.32002568,0.38620013,0.46521407,0.29367757,0.5237596,0.70278156,0.80856645,0.61461717,0.41906974,0.27420574,0.36183912,0.427826,0.48010507,0.25191942,0.30496094,0.2734055,0.015025554,0.60406494,0.47187412,0.29937446,0.2964545,0.35403687,0.22479683
sample_2243,0.46902966,0.43253392,0.38945124,0.46517676,0.29093066,0.52800894,0.66605157,0.84218735,0.6145159,0.42050922,0.3038087,0.36146092,0.42782608,0.47995344,0.25295004,0.30496037,0.27339637,0.008510906,0.60412055,0.630056,0.30020806,0.2851338,0.46653658,0.24937001
sample_2244,0.46813303,0.3654854,0.3862144,0.4654026,0.29181397,0.5240575,0.69644773,0.8081509,0.6146101,0.41940126,0.2776634,0.36178342,0.42782608,0.48008895,0.25275275,0.3049608,0.27339697,0.011642948,0.60406905,0.49748722,0.29951516,0.29545498,0.372751,0.2268194
sample_2245,0.48314604,0.33317858,0.4157205,0.46381727,0.2924547,0.55597544,0.68017113,0.82663375,0.6139717,0.4296246,0.391523,0.36023784,0.42782477,0.47963727,0.26219624,0.30495265,0.27351224,0.008761417,0.6046328,0.6487315,0.3024896,0.25964642,0.7402806,0.32711706
sample_2246,0.5172799,0.47263944,0.48725927,0.46469697,0.27732152,0.62120223,0.6523402,0.89145243,0.61312264,0.4399948,0.4874329,0.35828915,0.42782286,0.47947866,0.27144217,0.30494317,0.23513253,0.009866859,0.6055778,0.8600192,0.3060583,0.23225537,1.1752819,0.40763012
sample_2247,0.48777857,0.51942587,0.4479704,0.464499,0.28171596,0.59518695,0.642239,0.94908834,0.6132802,0.4297491,0.47392124,0.35854772,0.42782494,0.47949526,0.26899076,0.30495018,0.22845988,0.010024581,0.6053874,0.9257313,0.30559614,0.23440301,0.93314415,0.39687166
sample_2248,0.46788558,0.3057775,0.38546813,0.46504745,0.2936629,0.5231711,0.7089958,0.8164804,0.6146341,0.4189017,0.268887,0.36189622,0.42782605,0.4801372,0.25082335,0.304961,0.27341366,0.007648363,0.60406154,0.4498472,0.29924726,0.29861146,0.3469575,0.22017032
sample_2249,0.46780148,0.28976887,0.38418162,0.46539637,0.2941016,0.5230808,0.71910113,0.80871046,0.6146471,0.41878048,0.26381823,0.3619581,0.42782605,0.4801661,0.25172976,0.30496112,0.27341205,0.007936873,0.60406226,0.42051634,0.2990932,0.30081207,0.3158044,0.21625447
sample_2250,0.46915612,0.35555264,0.39062533,0.46486297,0.29025513,0.52754426,0.6645055,0.83433133,0.6145132,0.4207947,0.30510324,0.3614355,0.42782593,0.47994918,0.2544886,0.30496013,0.25544587,0.0071222866,0.6041109,0.6400026,0.3002732,0.28447556,0.5018282,0.25013745
sample_2251,0.5651924,0.41736874,0.5508801,0.4648796,0.28943157,0.7255681,0.63008773,0.9715952,0.6115191,0.4367252,0.59175706,0.35617596,0.42782286,0.47941312,0.27216646,0.30492938,0.27476895,0.014163233,0.6071234,1.0654801,0.30922872,0.20764703,1.4493164,0.50957155
sample_2252,0.46790656,0.32876801,0.38548577,0.46519265,0.29328132,0.5238202,0.70186335,0.81095314,0.6146182,0.41947228,0.27425095,0.36183402,0.42782605,0.4801059,0.25200012,0.30496085,0.2734021,0.011480829,0.6040746,0.47530323,0.29939067,0.29652983,0.37056983,0.22457498
sample_2253,0.50652957,0.41607878,0.4656768,0.46431053,0.28940406,0.6011027,0.65877354,0.86192036,0.61328644,0.43837795,0.46700478,0.35881773,0.4278221,0.47949943,0.2669507,0.3049446,0.2742678,0.01273611,0.6052289,0.80310416,0.3050308,0.23875499,1.0331817,0.3925754
sample_2254,0.4694861,0.3367676,0.39223132,0.4660489,0.2929565,0.52865183,0.6598042,0.8317341,0.6144651,0.42218468,0.31375307,0.36135924,0.4278259,0.47990334,0.2542702,0.30495977,0.27356184,0.011878037,0.6041362,0.66207993,0.30038786,0.28099215,0.5187688,0.25953394
sample_2255,0.46846154,0.33797234,0.38808337,0.4651381,0.2925926,0.5247137,0.69210815,0.8172996,0.6145885,0.4198197,0.28345233,0.36172548,0.427826,0.4800544,0.25246382,0.30496067,0.27339733,0.007823749,0.60407716,0.51593685,0.29963255,0.29301313,0.38500816,0.23229492
sample_2256,0.46790573,0.34215665,0.38556582,0.46523404,0.29328567,0.523283,0.70964444,0.81341684,0.6146352,0.41915822,0.26885083,0.3618916,0.427826,0.48013842,0.252583,0.304961,0.273405,0.007962129,0.604062,0.45076376,0.29926062,0.2989629,0.36094922,0.21979982
sample_2257,0.4688152,0.3414183,0.38879317,0.46485358,0.2922615,0.52707267,0.6757237,0.83027875,0.61453503,0.42073566,0.29793018,0.36155128,0.42782602,0.47997898,0.25382653,0.3049604,0.2733967,0.009720917,0.60411566,0.58569014,0.30000415,0.28722438,0.43027794,0.24498162
sample_2258,0.4784381,0.33467278,0.4239689,0.4636739,0.2924593,0.55595535,0.6735468,0.8244135,0.6139141,0.43036833,0.39891332,0.36011115,0.4278247,0.4796198,0.26470923,0.30495256,0.27361006,0.019532911,0.6045484,0.6860039,0.3027183,0.2568187,0.734549,0.33409932
sample_2259,0.49383527,0.3205799,0.4402512,0.46454057,0.2904205,0.5789561,0.6753104,0.84943575,0.6137446,0.4292693,0.4193526,0.35974607,0.42782417,0.47957644,0.2690528,0.3049475,0.27392322,0.01362637,0.604799,0.68611306,0.30339605,0.2520793,0.86427695,0.35077173
sample_2260,0.54455835,0.58587754,0.5010066,0.46498546,0.24036197,0.7325755,0.6177818,0.9579593,0.61119574,0.4534125,0.6189707,0.3552873,0.4278231,0.4794117,0.27954,0.30493793,0.25681835,0.013908236,0.6071632,1.203499,0.3107424,0.20138171,1.421816,0.52990156
sample_2261,0.46820933,0.30616364,0.386739,0.4646684,0.29385033,0.5250173,0.6998625,0.8185483,0.61460024,0.4194758,0.27900195,0.36178976,0.42782605,0.48007613,0.25136474,0.30496076,0.27343386,0.0080422815,0.6040737,0.48625767,0.29947728,0.29462475,0.3736654,0.22914225
