,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_0094,0.55181223,0.43858904,0.54321426,0.46440464,0.26473397,0.6968688,0.6334529,0.893414,0.6119495,0.44654712,0.5711431,0.35650593,0.42782086,0.47941867,0.28415295,0.30493307,0.26150453,0.01223882,0.6069231,1.0335739,0.30885282,0.21272275,1.368188,0.4857824
sample_0095,0.46771088,0.29667836,0.38370532,0.46550226,0.29405347,0.5223839,0.724931,0.8077736,0.6146608,0.41849494,0.25927514,0.36200213,0.42782605,0.480196,0.25118333,0.30496117,0.27340287,0.017668232,0.6040495,0.403853,0.2989921,0.30286124,0.31104058,0.21220425
sample_0096,0.46879423,0.33476424,0.3913555,0.4660543,0.29303145,0.52621347,0.6810999,0.82515687,0.6145482,0.41998243,0.29414403,0.36160332,0.42782593,0.4799969,0.2531114,0.30496046,0.27343878,0.0072273733,0.6040933,0.5622349,0.29988888,0.28865263,0.42874658,0.24192563
sample_0097,0.46857175,0.3408082,0.38827306,0.46500117,0.29285732,0.5266062,0.6799667,0.82655394,0.6145472,0.42032266,0.29466343,0.36159343,0.42782593,0.47999495,0.2535085,0.3049604,0.2734161,0.012965712,0.60408854,0.56729054,0.29991344,0.28850114,0.43493187,0.24219817
sample_0098,0.47150016,0.4792577,0.40271753,0.46305358,0.28999767,0.53868735,0.6101591,0.9401392,0.6140676,0.42393062,0.38315517,0.36029643,0.42782584,0.4796655,0.2575158,0.30495784,0.24007893,0.0055026766,0.60426694,1.0471802,0.3024252,0.25708815,0.7647659,0.32103
sample_0099,0.5142949,0.4065976,0.4991136,0.4651659,0.287505,0.64441013,0.64385843,0.88075507,0.6125805,0.4444975,0.5249993,0.357607,0.42782173,0.47944131,0.26953566,0.30494305,0.27466387,0.010000396,0.6055455,0.92950845,0.3070383,0.22393459,1.1896869,0.4450474
sample_0100,0.46990746,0.46491385,0.39831805,0.46279982,0.29126322,0.53514624,0.6356207,0.9268881,0.6143297,0.42392373,0.34142923,0.36096045,0.42782587,0.47979444,0.25266638,0.3049591,0.27339613,0.006675837,0.6041647,0.8160707,0.30118054,0.27125612,0.6202491,0.28364527
sample_0101,0.46954367,0.4652441,0.39205772,0.4653784,0.28989753,0.5294802,0.64833975,0.8501807,0.614441,0.4220188,0.32165843,0.3612103,0.42782584,0.47987562,0.25467438,0.30495968,0.27339587,0.0100912955,0.6041366,0.7310144,0.30072516,0.2786662,0.52313876,0.26454598
sample_0102,0.5061493,0.3883938,0.47537553,0.4625439,0.28963307,0.63832635,0.65187985,0.8823076,0.6129007,0.4407786,0.49784005,0.35824367,0.42782304,0.47946283,0.2782271,0.30494124,0.27358153,0.019240655,0.60553336,0.85919225,0.30595437,0.23032933,1.0642322,0.4221832
sample_0103,0.4695844,0.5074495,0.3920946,0.46506009,0.28940412,0.528553,0.64562565,0.8377455,0.61445,0.42212284,0.32104856,0.36120087,0.427826,0.47988173,0.2543979,0.3049597,0.22134505,0.006336864,0.60418457,0.74348867,0.300774,0.27822238,0.5526199,0.26338822
sample_0104,0.50638205,0.4546469,0.4682132,0.46430907,0.28903517,0.61986834,0.6540451,0.87546426,0.6131388,0.44034028,0.48114794,0.3585124,0.427823,0.47948244,0.27064627,0.30494463,0.27372226,0.013879483,0.60538954,0.84046674,0.3055622,0.23506701,1.0424128,0.4046713
sample_0105,0.4675278,0.29505867,0.38333791,0.4653441,0.29407263,0.52189404,0.7290125,0.80430454,0.6146682,0.41857374,0.2565654,0.36202976,0.42782602,0.48021367,0.25154316,0.30496123,0.2733974,0.00590355,0.60404634,0.39282995,0.29892522,0.30409172,0.31759638,0.20990759
sample_0106,0.5681137,0.40057755,0.60254407,0.46626195,0.28918886,0.86532444,0.6095247,1.0047712,0.60948294,0.4643327,0.6952979,0.35365015,0.42782128,0.4794328,0.26280499,0.3049024,0.2628012,0.011523341,0.60868216,1.3194033,0.3129335,0.1841647,1.8447087,0.6110444
sample_0107,0.5883129,0.4747241,0.58863866,0.46192828,0.28279948,0.7661703,0.61957556,0.9667617,0.6105164,0.4598946,0.649026,0.3547253,0.42782286,0.4794157,0.29042304,0.30489972,0.27441442,0.011998395,0.608601,1.1901925,0.31146318,0.19530904,1.6790978,0.562085
sample_0108,0.5087164,0.45032418,0.47273847,0.46479,0.286671,0.5959838,0.65938544,0.8740357,0.61336386,0.43622112,0.46239436,0.35885298,0.42782384,0.47950765,0.27569145,0.3049469,0.27378574,0.015274927,0.605374,0.79951024,0.30501714,0.24045837,1.012568,0.3863863
sample_0109,0.46780124,0.31765682,0.3845708,0.46531427,0.2935918,0.52288306,0.71404,0.8105547,0.6146445,0.41866267,0.26553434,0.36192998,0.42782605,0.48015824,0.25226134,0.3049611,0.27340943,0.015327973,0.60404795,0.4354338,0.29917026,0.3002055,0.34400824,0.21714664
sample_0110,0.50562596,0.40957913,0.47234875,0.46429056,0.28934193,0.5959102,0.65587103,0.87882537,0.61322176,0.4382012,0.47236234,0.35872173,0.42782426,0.47949216,0.2696041,0.30494624,0.27376473,0.0100058485,0.6050954,0.82354987,0.3051808,0.23699957,0.88853836,0.39805186
sample_0111,0.49855587,0.32773826,0.44925255,0.4644385,0.29203278,0.59529054,0.66548353,0.88273203,0.6134455,0.4337534,0.44874614,0.35924202,0.427824,0.47952312,0.2688957,0.30494645,0.2734647,0.0044842623,0.605129,0.7518438,0.30424738,0.2431041,0.8941405,0.37870592
sample_0112,0.4974464,0.37586722,0.4650061,0.46366075,0.28960598,0.5962976,0.66738033,0.86014175,0.6135176,0.4352009,0.44389266,0.35928574,0.42782378,0.47953275,0.26893502,0.30494526,0.27403766,0.014864704,0.60474867,0.74066806,0.30421403,0.2451055,0.9639513,0.3723533
sample_0113,0.48260725,0.3217452,0.4252823,0.46443352,0.2935073,0.56228954,0.67980814,0.84361887,0.6139383,0.42971754,0.3951587,0.36018878,0.42782494,0.47962764,0.26081496,0.304952,0.27408457,0.015311176,0.6045732,0.6515335,0.302569,0.25853157,0.7519341,0.33072954
sample_0114,0.46802628,0.30223322,0.38560352,0.46530768,0.29387334,0.5240047,0.7042502,0.8101133,0.6146158,0.4192248,0.27429056,0.36184248,0.427826,0.4801034,0.25202712,0.30496094,0.2734114,0.007085041,0.60405517,0.46795583,0.29936138,0.29641497,0.35358518,0.22509769
sample_0115,0.4677463,0.3020545,0.384486,0.46546683,0.29401815,0.5228528,0.71885335,0.80608326,0.6146511,0.41843212,0.26275828,0.36196607,0.42782608,0.48017403,0.2507151,0.30496114,0.2733996,0.006455416,0.60405123,0.41949975,0.29908055,0.30108446,0.3247497,0.21521485
sample_0116,0.4701661,0.42944705,0.39512348,0.464615,0.2899184,0.5336293,0.6335159,0.858467,0.6143219,0.4231135,0.34464025,0.36088493,0.42782593,0.4797868,0.25545433,0.30495897,0.23225142,0.008663474,0.60420465,0.84014475,0.30136114,0.26984584,0.698358,0.2854146
sample_0117,0.4686868,0.34394416,0.38855866,0.46476614,0.29247236,0.52579033,0.6846947,0.83384186,0.6145636,0.41969445,0.29052788,0.36164027,0.427826,0.4800168,0.25229257,0.30496055,0.27340055,0.013215658,0.6040858,0.54811436,0.299817,0.2902398,0.42294127,0.23838362
sample_0118,0.5204609,0.45222312,0.49899846,0.46525732,0.2875352,0.62905824,0.6491073,0.9078225,0.61287445,0.44110826,0.5034547,0.35804433,0.42782274,0.47945932,0.27830803,0.30494,0.27379578,0.003917181,0.60554165,0.88361025,0.3063468,0.22947818,1.1968265,0.4245301
sample_0119,0.46788293,0.32488987,0.38479823,0.46506628,0.29340222,0.5231911,0.70896864,0.8128168,0.6146311,0.41907153,0.27007294,0.36187994,0.427826,0.4801305,0.25149962,0.304961,0.27339542,0.011431152,0.6040647,0.4539631,0.29928455,0.29849762,0.3508612,0.2209245
sample_0120,0.49804372,0.32651222,0.44469804,0.4643957,0.29170847,0.56646395,0.6736251,0.83487535,0.61367226,0.4336333,0.42605245,0.3596512,0.42782402,0.47956222,0.2715002,0.304947,0.27408558,0.025969362,0.6049462,0.69684464,0.30354246,0.24986714,0.7682199,0.35774302
sample_0121,0.46752685,0.30007574,0.38347828,0.46538314,0.29399446,0.5218533,0.72827846,0.80526817,0.61466944,0.41844684,0.25637716,0.36202902,0.42782608,0.48021603,0.25096953,0.3049613,0.2733953,0.0141644385,0.60405654,0.39418566,0.29893214,0.30403978,0.30439246,0.20961964
sample_0122,0.48792076,0.44638377,0.4584334,0.46485937,0.2869156,0.5892729,0.66038954,0.8851697,0.61351323,0.4334708,0.44818002,0.35912216,0.4278237,0.4795292,0.26874116,0.3049489,0.27348933,0.017070344,0.6050636,0.7875943,0.30455443,0.24401397,0.78510547,0.37381884
sample_0123,0.49943537,0.34984457,0.45617455,0.46559742,0.28957206,0.5781361,0.6701485,0.8606405,0.6136069,0.43510327,0.43510598,0.3594424,0.42782396,0.47954792,0.27396122,0.30494705,0.27351683,0.010064077,0.6046943,0.72159946,0.30394822,0.24765468,0.8943614,0.36418065
sample_0124,0.5804813,0.526166,0.57527506,0.46705675,0.2592654,0.8846865,0.6097245,0.9885961,0.60954934,0.46518144,0.69790375,0.35340837,0.42781886,0.47943255,0.2715632,0.30493122,0.26006398,0.010574278,0.6072814,1.3227961,0.31342664,0.18450332,1.8527297,0.6084548
sample_0125,0.47124237,0.55466986,0.39966083,0.46478802,0.28560713,0.5378634,0.636594,0.8845586,0.61419445,0.42335558,0.36839116,0.36046493,0.42782572,0.47971302,0.25848293,0.30495808,0.27352983,0.007355512,0.6044036,0.8787731,0.30217817,0.26392663,0.7439237,0.3039117
sample_0126,0.5689556,0.5567404,0.55261445,0.4662574,0.25156128,0.7567384,0.6212453,0.9588953,0.6110873,0.4552939,0.622827,0.3552541,0.42781934,0.47941184,0.26583225,0.30491835,0.27035156,0.012517257,0.6071693,1.1667678,0.310757,0.20120245,1.4368291,0.53418773
sample_0127,0.5161011,0.38330412,0.49398592,0.4630774,0.28967142,0.6457288,0.6389894,0.9140402,0.6123841,0.44179663,0.5351208,0.3574832,0.42782336,0.4794333,0.27435875,0.30494386,0.27389365,0.023343192,0.6059916,0.96751785,0.3071472,0.22033179,1.328616,0.45823744
sample_0128,0.5088927,0.4076696,0.48125967,0.46580315,0.28928098,0.60063964,0.6612433,0.8694432,0.6133505,0.43736434,0.46125954,0.3589271,0.4278238,0.47950745,0.27206504,0.30494544,0.2738701,0.024151681,0.6050311,0.78547835,0.30485076,0.24043092,0.98928803,0.3871337
sample_0129,0.46893182,0.31326136,0.39102834,0.46477497,0.2930629,0.52742386,0.6708571,0.8212296,0.6145114,0.42075163,0.30332446,0.36149052,0.42782593,0.47995162,0.25184333,0.30496025,0.27339822,0.011827429,0.604125,0.6081779,0.30012348,0.285025,0.4840824,0.25009394
sample_0130,0.46830636,0.35343874,0.38768566,0.46516207,0.2932865,0.5251135,0.69352996,0.8192811,0.6145887,0.4197744,0.28302038,0.3617356,0.42782593,0.48005563,0.25119308,0.3049607,0.27341455,0.009371585,0.6040689,0.5102836,0.299605,0.29310554,0.39802057,0.23219517
sample_0131,0.55092394,0.436012,0.5032972,0.46635568,0.2869438,0.6443211,0.641466,0.9034358,0.61237293,0.44627652,0.53924584,0.35731256,0.42782038,0.47943196,0.27950725,0.30494097,0.27382654,0.011798203,0.6065606,0.9528073,0.3075016,0.22038433,1.3485225,0.4586086
sample_0132,0.4679218,0.3224194,0.38593543,0.46543232,0.29354888,0.5233905,0.70926446,0.8090848,0.61462986,0.419217,0.27027595,0.36188015,0.42782605,0.48012862,0.251468,0.304961,0.2734058,0.010569927,0.60405993,0.45304248,0.29928145,0.2983762,0.34557235,0.22123426
sample_0133,0.46808675,0.29674917,0.3872827,0.4647177,0.29402727,0.5244694,0.70577466,0.81981874,0.6146144,0.41983783,0.27442324,0.36184433,0.42782605,0.48010164,0.2512369,0.3049609,0.27339965,0.008983231,0.60406303,0.4644451,0.2993524,0.29642388,0.35524476,0.22537011
sample_0134,0.46838057,0.32142222,0.38709283,0.4658363,0.293402,0.52518845,0.69419974,0.81848806,0.6145901,0.41996455,0.2824695,0.36174384,0.42782614,0.48005828,0.2531718,0.3049607,0.2734025,0.018047435,0.60406387,0.5070708,0.29958528,0.29327226,0.38266873,0.23182386
sample_0135,0.49345133,0.42288345,0.46081495,0.4633936,0.28933066,0.59541607,0.65370226,0.8782515,0.6133387,0.43683407,0.4629053,0.3588806,0.4278245,0.4795055,0.2644381,0.30494776,0.2737473,0.012140942,0.6045541,0.83465815,0.30492234,0.23920918,0.982492,0.38918325
sample_0136,0.46862724,0.42194682,0.38909337,0.4653058,0.2901092,0.52623755,0.6754455,0.8406034,0.61456156,0.42012545,0.29295194,0.36158496,0.42782584,0.48000973,0.2521177,0.30496043,0.26465714,0.010334357,0.6040755,0.5842695,0.2999643,0.289366,0.4457323,0.23925242
sample_0137,0.4683788,0.42495698,0.38692904,0.46557406,0.2907048,0.5247469,0.684164,0.82339334,0.61458635,0.41940466,0.28533942,0.36168635,0.42782596,0.480048,0.25248343,0.30496058,0.2734139,0.017840527,0.60405755,0.54307437,0.29973683,0.29233778,0.40071565,0.23308754
sample_0138,0.46794128,0.296016,0.38587767,0.46428415,0.29403627,0.52322215,0.71101767,0.8099745,0.61462843,0.41905162,0.2700643,0.36189118,0.42782605,0.48012766,0.25111604,0.304961,0.2734226,0.011179565,0.60405743,0.44651002,0.29924724,0.2982459,0.35234737,0.22156927
sample_0139,0.468743,0.36935607,0.38907132,0.4655828,0.29212487,0.52675104,0.6911797,0.8365977,0.6145517,0.42135352,0.29370666,0.36159962,0.427826,0.48,0.25321105,0.30496034,0.2734393,0.013623429,0.6041047,0.53755575,0.29989797,0.2898547,0.43226242,0.24079648
sample_0140,0.46827495,0.343836,0.38826635,0.46554294,0.2930024,0.52438295,0.7000465,0.8145813,0.6146108,0.41937676,0.27684033,0.3618006,0.42782605,0.48009166,0.2522649,0.30496082,0.273402,0.0146261975,0.60405636,0.48598987,0.29946747,0.2957688,0.3717178,0.22651333
sample_0141,0.4686247,0.30252558,0.38813645,0.46525374,0.29400235,0.5252472,0.6897041,0.82043856,0.61457086,0.41997963,0.28707218,0.36170205,0.42782596,0.48003086,0.25252056,0.30496058,0.27340144,0.002725298,0.6040772,0.52237743,0.29966465,0.29112315,0.38919514,0.23650527
sample_0142,0.46798238,0.28698587,0.3854773,0.4656497,0.2941019,0.52331537,0.70954853,0.8196126,0.6146289,0.41895223,0.269841,0.36189508,0.42782608,0.48012903,0.25196305,0.30496097,0.27340382,0.00788079,0.60405356,0.44756174,0.29924005,0.2979999,0.33556303,0.22153261
sample_0143,0.46861586,0.33685428,0.38862175,0.4655216,0.29309878,0.5250902,0.6882377,0.82797945,0.6145713,0.42053297,0.2880695,0.36167434,0.42782596,0.48002875,0.252012,0.30496052,0.27340084,0.013760971,0.6040977,0.53319776,0.29973918,0.2911567,0.41788125,0.23647657
sample_0144,0.63539875,0.54751456,0.64292645,0.45486253,0.25381088,0.9228103,0.609051,0.95545465,0.6091867,0.46671808,0.7150534,0.3529295,0.42781827,0.47944117,0.29902583,0.3048781,0.26246947,0.0063173417,0.6102795,1.338086,0.31414342,0.18143505,1.9319086,0.6239194
sample_0145,0.5035959,0.4438274,0.46753958,0.465489,0.28760174,0.601707,0.6596336,0.8716815,0.61337304,0.43820104,0.4615053,0.35887104,0.42782405,0.47950888,0.27125165,0.3049455,0.27364913,0.011791706,0.6055509,0.7975739,0.3049861,0.24068433,1.0637463,0.38561234
sample_0146,0.4689854,0.46356946,0.3912393,0.46524814,0.2897334,0.5274387,0.66602165,0.8316856,0.61451507,0.4201651,0.30510724,0.36143175,0.4278258,0.4799509,0.25456214,0.30496013,0.20490949,0.00524501,0.60419005,0.6359868,0.30029786,0.2836206,0.48906595,0.2501433
sample_0147,0.46830258,0.3253036,0.3872298,0.46498984,0.29310516,0.524606,0.6926836,0.801774,0.6145925,0.41969442,0.2819788,0.36174697,0.42782602,0.4800617,0.25166693,0.30496073,0.27344543,0.011385209,0.60407245,0.509886,0.29958248,0.2933836,0.39407396,0.2312929
sample_0148,0.4683594,0.30969837,0.38775516,0.46560758,0.29372516,0.5254557,0.6931182,0.8074957,0.6145832,0.41998053,0.28405678,0.36173093,0.42782596,0.4800484,0.25451422,0.30496064,0.27342132,0.009491522,0.6040901,0.5108477,0.29960784,0.29251915,0.3750726,0.2335087
sample_0149,0.49080956,0.33960098,0.4468591,0.46550623,0.29184335,0.57900965,0.67549765,0.8467056,0.61374825,0.4329792,0.418164,0.35978314,0.42782396,0.47957796,0.26629338,0.3049485,0.27350882,0.012897291,0.6047193,0.683983,0.30331588,0.25215316,0.78244036,0.35042036
sample_0150,0.516015,0.41412115,0.47916445,0.4642635,0.28908032,0.60984147,0.65149724,0.874479,0.6130053,0.4404414,0.49088353,0.35834953,0.4278238,0.4794707,0.2708149,0.30494353,0.27382815,0.017363599,0.60561997,0.86029863,0.305803,0.23219919,1.1245097,0.41484153
sample_0151,0.4946761,0.3624137,0.46003377,0.46454352,0.2896466,0.58922815,0.66828537,0.8515731,0.6136039,0.43236122,0.4352184,0.3594442,0.42782423,0.47954753,0.27007556,0.30494797,0.2734471,0.013303965,0.6050066,0.73206615,0.3039376,0.2473129,0.89426196,0.3647168
sample_0152,0.47044912,0.5020803,0.39482936,0.46542162,0.2896073,0.5366245,0.62910557,0.8902116,0.61428994,0.42353514,0.35064483,0.36078644,0.42782557,0.4797666,0.25442803,0.30495885,0.24035737,0.006947536,0.6042086,0.8762113,0.30155197,0.26803458,0.6091217,0.29042214
sample_0153,0.46835837,0.35531804,0.38734186,0.46522528,0.2926561,0.5249853,0.6919112,0.8168067,0.6145886,0.41977483,0.28356564,0.36172196,0.42782605,0.48005423,0.25297448,0.3049607,0.27340192,0.013346768,0.60407746,0.5173315,0.29964212,0.29302803,0.35830408,0.23227066
sample_0154,0.46799794,0.29326853,0.38674414,0.46505383,0.29394832,0.52370894,0.7070623,0.8107876,0.6146191,0.41923115,0.27319402,0.36185503,0.42782608,0.4801095,0.25185505,0.3049609,0.27340758,0.018240064,0.6040604,0.46059376,0.2993309,0.2970329,0.35799968,0.2241359
sample_0155,0.46785736,0.3220926,0.38532883,0.46527815,0.2933286,0.52315736,0.7099576,0.81305903,0.6146377,0.4190049,0.26801175,0.36190158,0.42782605,0.48014352,0.25132838,0.30496103,0.27339768,0.01047084,0.6040559,0.44797465,0.2992383,0.29915178,0.34209502,0.21916524
sample_0156,0.5571909,0.52588344,0.51326114,0.46521896,0.26861355,0.6874353,0.6295402,0.9421453,0.6117051,0.45127574,0.58578295,0.35617554,0.42782176,0.47941467,0.27422586,0.3049267,0.27382463,0.0087025715,0.6070603,1.0724461,0.30933547,0.20969552,1.5196512,0.49979815
sample_0157,0.46846902,0.33013645,0.3875845,0.465516,0.29301077,0.5246006,0.69256556,0.8170089,0.614583,0.41961285,0.28463477,0.3617167,0.427826,0.48004675,0.25344586,0.30496058,0.27341133,0.011231416,0.6040682,0.51579845,0.29964557,0.29252777,0.40269625,0.23357424
sample_0158,0.5008488,0.37310538,0.4670401,0.46413565,0.2898886,0.57817125,0.6671533,0.8706918,0.61349285,0.43074465,0.44585782,0.3592594,0.4278239,0.47952914,0.26706973,0.304946,0.2737798,0.00789575,0.6052412,0.7423768,0.30425158,0.24446124,0.95812213,0.37449792
sample_0159,0.48678318,0.38152707,0.44429195,0.46564183,0.28956717,0.56471276,0.6733641,0.8503829,0.61376446,0.43264318,0.4188028,0.35972202,0.4278242,0.47957936,0.2667026,0.30494964,0.27348107,0.016481992,0.6048037,0.6978426,0.3034657,0.25233406,0.85365313,0.34918138
sample_0160,0.48177105,0.36348927,0.4324992,0.46464515,0.29076326,0.55737776,0.6848039,0.83715266,0.6140241,0.42947793,0.38603657,0.36030233,0.4278255,0.47965288,0.25875357,0.30495143,0.27351183,0.019223196,0.6044572,0.6249535,0.30239758,0.2622454,0.61148864,0.32071045
sample_0161,0.471788,0.40967047,0.4050077,0.46695998,0.29106474,0.53935814,0.61011994,0.92079735,0.6140605,0.42650172,0.38315886,0.36031547,0.42782572,0.47966412,0.2577449,0.304958,0.23264687,0.0074027935,0.6043715,1.0419599,0.3023767,0.2567679,0.8215145,0.3218554
sample_0162,0.4680472,0.29272032,0.38554823,0.4653657,0.29406345,0.52366155,0.70692676,0.80854565,0.61461705,0.4192971,0.27355808,0.36185458,0.42782605,0.48010653,0.25214696,0.3049609,0.2734232,0.008359834,0.60406154,0.46032584,0.29932863,0.29676175,0.36087847,0.22466561
sample_0163,0.4685246,0.3400731,0.3871307,0.46500757,0.2930138,0.5253285,0.6889173,0.82118565,0.6145731,0.41995224,0.28760284,0.36167932,0.427826,0.4800313,0.25343478,0.30496058,0.27340612,0.013132302,0.6040924,0.53086025,0.29972884,0.2913726,0.40993714,0.2360338
sample_0164,0.46956983,0.35930836,0.39317805,0.46448383,0.29233333,0.5296703,0.65548486,0.8441224,0.6144533,0.4216006,0.31695515,0.36130702,0.4278259,0.47989085,0.2532014,0.30495986,0.27341717,0.0051512895,0.60414064,0.6858839,0.30050176,0.2799309,0.48872298,0.26192164
sample_0165,0.46794996,0.38701493,0.38567907,0.46523827,0.2926141,0.5235238,0.70328695,0.8203974,0.61462784,0.41897103,0.2717615,0.361854,0.42782608,0.4801226,0.2513409,0.30496097,0.27340782,0.009029947,0.60406137,0.4699995,0.29935414,0.29768142,0.37701333,0.22200772
sample_0166,0.56322306,0.44744486,0.5500194,0.4648261,0.2872885,0.73741996,0.62743986,0.93767965,0.61141807,0.4536218,0.59905034,0.35596657,0.42781967,0.47941235,0.2838794,0.30492398,0.27352417,0.015279487,0.6050235,1.0934839,0.3095743,0.20602351,1.209689,0.5155505
sample_0167,0.47085556,0.493154,0.39763108,0.46405607,0.28947577,0.53455937,0.62686735,0.8843132,0.61427677,0.42125747,0.3531506,0.36074296,0.4278258,0.47975856,0.25684577,0.3049588,0.24611166,0.0060358676,0.604123,0.8940755,0.30163634,0.2673383,0.69738346,0.2924347
sample_0168,0.46810022,0.33143267,0.3856005,0.46503544,0.2931864,0.52403605,0.703193,0.8104547,0.614619,0.41928908,0.27406406,0.36183462,0.42782596,0.4801072,0.2524666,0.30496094,0.27341896,0.014775791,0.60406363,0.47312933,0.2993893,0.29678577,0.3679934,0.22429588
sample_0169,0.4678534,0.29846844,0.3851167,0.4646817,0.29391694,0.5228776,0.71374,0.8120048,0.6146391,0.4189831,0.26686686,0.3619219,0.42782602,0.4801483,0.2521971,0.30496106,0.27340418,0.007844173,0.60404503,0.43654054,0.29918203,0.2995426,0.33153844,0.2186397
