,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_3602,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3603,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3604,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3605,0.09329567,0.07566438,0.101443835,0.23898669,0.17855701,0.08316648,0.13339299,0.20662369,0.10162471,0.1651225,0.122301646,0.024565544,0.54885375,0.2169209,0.032111567,0.061281204,0.29971766,0.0053514773,0.25030723,0.16067097,0.29741237,0.12294321,0.3900491,0.22221762
sample_3606,0.3153265,0.07860282,0.06252156,0.23585105,0.045019627,0.027467236,0.1332378,0.2070381,0.10060793,0.1643659,0.123071894,0.024380228,1.0202506,0.21559772,0.037997127,0.2785505,0.30267435,0.017029155,0.2485891,0.16212392,0.2975287,0.122589424,0.40263894,0.2212849
sample_3607,0.028437003,0.080275886,0.121848434,0.23952997,0.039686553,0.1501797,0.13359736,0.20840564,0.10247704,0.16549979,0.12151281,0.024803786,0.14994758,0.21812259,0.021401662,0.05819615,0.29943413,0.007823622,0.25291675,0.1586064,0.29723367,0.12334395,0.38557154,0.22304773
sample_3608,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3609,0.0640369,0.07995177,0.110372745,0.23871621,0.034632556,0.11889778,0.13350719,0.2076006,0.102014154,0.16535063,0.12189735,0.024700047,0.38085207,0.21749799,0.025798615,0.0052132905,0.30030894,0.0010390999,0.25161403,0.15948851,0.29730564,0.12315994,0.39092138,0.22261202
sample_3610,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3611,0.13540572,0.07856673,0.096495576,0.23821238,0.13780937,0.079709426,0.13338318,0.20648682,0.10149072,0.164515,0.122408874,0.02453978,0.5377744,0.21674757,0.029712524,0.14601123,0.2992401,0.009413376,0.24972792,0.1607979,0.29743147,0.12285675,0.39295024,0.22208153
sample_3612,0.1575355,0.07635481,0.092900224,0.23793244,0.12786357,0.07701947,0.13341635,0.20666547,0.101644754,0.16484869,0.12225266,0.024589546,0.5853664,0.21696983,0.03067615,0.10708459,0.2998857,0.006007902,0.25076827,0.16042502,0.29739073,0.12296649,0.3973804,0.22224456
sample_3613,0.05168045,0.08142485,0.12795396,0.23952429,0.019219428,0.16409749,0.13363837,0.20879857,0.102648556,0.16563004,0.12136025,0.024848115,0.06500321,0.21836099,0.019484729,0.08652985,0.29918832,0.009738711,0.25304976,0.15820074,0.29720148,0.12341676,0.38372183,0.22321187
sample_3614,0.13560998,0.07835956,0.098913,0.2375421,0.06641109,0.09937683,0.13343844,0.20683722,0.1016976,0.16482551,0.122182384,0.024616636,0.5044272,0.21705772,0.028454846,0.11534664,0.30026466,0.0014279885,0.25074086,0.1601854,0.29736745,0.12300997,0.3934583,0.22230414
sample_3615,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3616,0.18676889,0.07487905,0.08230063,0.23749448,0.12284657,0.060799897,0.13329469,0.20655961,0.10104591,0.164123,0.12274874,0.024454506,0.8956797,0.21615985,0.029130358,0.18759921,0.30168992,0.008552198,0.2515934,0.16158631,0.29748282,0.122750856,0.40440825,0.22168857
sample_3617,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3618,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3619,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3620,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3621,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3622,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3623,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3624,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3625,0.06730486,0.07988733,0.11515217,0.23914105,0.024252348,0.1278126,0.13349839,0.20814498,0.1019806,0.16531959,0.12191393,0.02469792,0.32632503,0.21745719,0.025421258,0.026844129,0.30143294,0.00790999,0.25136194,0.15954448,0.29730427,0.12317491,0.39053905,0.22259101
sample_3626,0.016146962,0.08044241,0.117898986,0.2389264,0.03442923,0.14962956,0.13356838,0.20819938,0.102317445,0.1653794,0.12164348,0.02476934,0.22437137,0.21790895,0.02232576,0.040345274,0.29964638,0.0069626905,0.2521301,0.15889214,0.29725745,0.12327838,0.38706234,0.22289696
sample_3627,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3628,0.019192785,0.080868445,0.122983694,0.23921038,0.022123724,0.15140863,0.133599,0.20845804,0.102463946,0.16553232,0.121515766,0.02480544,0.1673373,0.2181101,0.021376226,0.052397147,0.29959357,0.0058810245,0.25257662,0.15858439,0.2972313,0.12334414,0.38578868,0.22303797
sample_3629,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3630,0.013726141,0.079763964,0.11969029,0.23929329,0.04511016,0.14118806,0.13357618,0.20829248,0.10237856,0.16545932,0.121598944,0.024779296,0.20757532,0.21798705,0.021534935,0.036760613,0.29950958,0.006623244,0.25251946,0.15881816,0.2972514,0.1233006,0.38705704,0.2229532
sample_3631,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3632,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3633,0.37516552,0.07481157,0.06830373,0.23457664,0.12098612,0.020610377,0.1331512,0.2045883,0.100273676,0.16448075,0.123407185,0.024271984,1.1107619,0.21511142,0.029969703,0.29665896,0.3019148,0.015408446,0.25117555,0.16302095,0.2976136,0.12240025,0.40925717,0.22094661
sample_3634,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3635,0.0001725182,0.07821428,0.1181991,0.23910831,0.09062731,0.14279592,0.13356096,0.20809813,0.10233165,0.16543104,0.121657334,0.024757953,0.26181796,0.21791263,0.023117365,0.03910358,0.2991113,0.01036874,0.25217456,0.15899356,0.29727003,0.123257674,0.38526213,0.22289938
sample_3636,0.0509292,0.08139054,0.12817457,0.23954436,0.019371176,0.16383293,0.13363817,0.20879786,0.10264829,0.16563939,0.12136052,0.024848012,0.065696746,0.21836056,0.019400306,0.090717085,0.2991982,0.009376367,0.25309625,0.15820242,0.29720154,0.123416886,0.3836703,0.22321169
sample_3637,0.06044859,0.08144584,0.12925571,0.2397102,0.01924738,0.16768987,0.13365333,0.20891187,0.10271707,0.16567518,0.12130291,0.024863655,0.04190348,0.21845374,0.018853866,0.0993786,0.2990699,0.010566148,0.2532059,0.1580555,0.29719064,0.12344472,0.3828527,0.22327682
sample_3638,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3639,0.046466745,0.081104495,0.11667808,0.2388036,0.03245634,0.1268717,0.13351728,0.20775957,0.10206977,0.16530181,0.12184389,0.024716118,0.24619403,0.2175762,0.024199193,0.01644145,0.30077472,0.0017898371,0.25152722,0.1593727,0.29729277,0.123198174,0.39049488,0.22267044
sample_3640,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3641,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3642,0.040115632,0.08047101,0.1043336,0.23726466,0.027462298,0.11251832,0.13351178,0.20766984,0.10200768,0.16513212,0.12190254,0.024699489,0.41671738,0.21749148,0.0256822,0.034628868,0.2998221,0.0020165695,0.25195777,0.15945865,0.29730684,0.1231424,0.3920153,0.2226011
sample_3643,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3644,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3645,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3646,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3647,0.18905571,0.0783846,0.08762662,0.23627673,0.058561843,0.08170638,0.13335843,0.20806712,0.10126915,0.16454163,0.12253314,0.024523163,0.70259243,0.2164828,0.030649124,0.14315096,0.30121583,0.0031613866,0.25057024,0.16095933,0.29743132,0.12284511,0.39925689,0.22190338
sample_3648,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3649,0.05986013,0.081531346,0.12913945,0.23966746,0.017319988,0.16748224,0.13365293,0.20891562,0.10271341,0.16567749,0.12130541,0.024863169,0.0433979,0.21844918,0.018856876,0.09936166,0.29907674,0.010533809,0.2532042,0.15805903,0.2971909,0.12344337,0.38280934,0.22327346
sample_3650,0.009093247,0.07923974,0.11679711,0.23881376,0.06032001,0.13504156,0.13354631,0.20768276,0.1022348,0.16541806,0.1217261,0.024742892,0.27780476,0.2177888,0.022777095,0.0062058046,0.2994909,0.007510883,0.25201964,0.15912215,0.2972782,0.123232484,0.38942996,0.22281356
sample_3651,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3652,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3653,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3654,0.046435624,0.08122082,0.12711927,0.23940177,0.025813319,0.16036917,0.13363072,0.20871557,0.10261297,0.16560216,0.12139415,0.024837915,0.0929384,0.21831083,0.019865083,0.080999725,0.2990716,0.010567186,0.2529832,0.15828408,0.2972095,0.12339439,0.3842449,0.22317524
sample_3655,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3656,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3657,0.0632803,0.07667372,0.107935816,0.23927283,0.08322826,0.119730674,0.13345003,0.20711096,0.10182635,0.16499375,0.1220789,0.024641989,0.44501626,0.21722513,0.026682273,0.05834937,0.3009683,0.004768395,0.25080284,0.16004513,0.29734883,0.123087704,0.3888238,0.22243354
sample_3658,0.020264693,0.079771064,0.116743565,0.23860179,0.04510518,0.13672017,0.13353306,0.20823969,0.102153756,0.16523513,0.12178587,0.02472893,0.28525892,0.21768384,0.024193162,0.011130132,0.29986474,0.004702702,0.2517797,0.15924203,0.29728648,0.12320926,0.38993883,0.22274093
sample_3659,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3660,0.12453758,0.077024885,0.10507773,0.23725799,0.0853713,0.088157564,0.1334198,0.2069033,0.10161244,0.16479202,0.12227239,0.024587292,0.5447242,0.21693301,0.024497572,0.089430034,0.29963103,0.006051583,0.25087118,0.16040151,0.29739198,0.12294278,0.39536527,0.22221144
sample_3661,0.34315783,0.074505635,0.058589727,0.23529373,0.12699613,0.066811666,0.13314699,0.20522343,0.100273654,0.16380687,0.12339746,0.024276406,1.1333342,0.21511441,0.044515938,0.29835293,0.30284253,0.010579118,0.24661958,0.16303067,0.29760763,0.12243133,0.41355753,0.22095755
sample_3662,0.018356618,0.07961411,0.121252745,0.23938805,0.05128145,0.14414316,0.13358615,0.20834684,0.10243261,0.16546616,0.12155544,0.024790587,0.16751507,0.21805912,0.022325123,0.052995995,0.29938057,0.008041565,0.25269088,0.15872209,0.29724383,0.12332084,0.38550153,0.22300355
sample_3663,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3664,0.0127622485,0.0789847,0.12158079,0.23900408,0.06873308,0.14070295,0.13357356,0.20849992,0.10237464,0.16542767,0.12161365,0.024772268,0.21128058,0.2179758,0.022385538,0.034737073,0.29911876,0.010161204,0.25226152,0.1588639,0.29725876,0.12328032,0.38681847,0.2229424
sample_3665,0.060670473,0.081554666,0.12929252,0.23970453,0.017128557,0.16786833,0.13365453,0.20893094,0.10272016,0.16568105,0.12129963,0.024864765,0.04130214,0.21845837,0.018818654,0.09997973,0.29907614,0.0105224615,0.2532184,0.15804325,0.29718974,0.1234465,0.38278413,0.22328
sample_3666,0.067605965,0.07839601,0.10603818,0.23851699,0.06161921,0.124975726,0.1334774,0.2076175,0.10190744,0.16510758,0.122001745,0.02466682,0.47292697,0.21734332,0.024682462,0.045426115,0.3003544,0.0014505591,0.25105268,0.15978836,0.297331,0.12310959,0.39137363,0.22250745
sample_3667,0.15500718,0.07307322,0.08854662,0.23834142,0.12763916,0.067919694,0.13333629,0.20597342,0.10129913,0.16459519,0.122553386,0.024502864,0.6248334,0.21649213,0.030414412,0.1435216,0.30087566,0.0014692117,0.24934049,0.1611962,0.29745194,0.12283824,0.40084472,0.22192097
sample_3668,0.059760563,0.0814796,0.12914914,0.2397079,0.018566493,0.16740657,0.13365133,0.20890392,0.10270879,0.16567338,0.12130944,0.02486198,0.04472556,0.21844268,0.018902497,0.09877498,0.29912174,0.010118309,0.25319144,0.15807343,0.2971917,0.12344228,0.38292417,0.2232693
sample_3669,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3670,0.09447808,0.07815678,0.10329151,0.23845609,0.076258056,0.10190805,0.13344944,0.2070865,0.10178634,0.16541761,0.12210916,0.024635492,0.5327685,0.21717505,0.024980418,0.0619701,0.3005814,0.0015054457,0.25089118,0.16006334,0.29735363,0.12305985,0.39067703,0.22239229
sample_3671,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3672,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3673,0.0434047,0.08038776,0.12495841,0.23949994,0.040615518,0.15874754,0.13362302,0.20865676,0.10259572,0.16563003,0.12141475,0.024830278,0.09779191,0.21828322,0.020202948,0.07582601,0.29907516,0.010561943,0.25285333,0.15836234,0.29721573,0.12338509,0.38447002,0.22315757
sample_3674,0.020872645,0.08107771,0.12040937,0.23812766,0.019435024,0.12270275,0.13354418,0.20811626,0.1021667,0.16527306,0.12175902,0.024741143,0.3095924,0.21771197,0.023810895,0.0049827173,0.30007428,0.0035521379,0.25177896,0.15912218,0.29727557,0.12322464,0.3861304,0.22275808
sample_3675,0.042251818,0.080618314,0.1261618,0.23961511,0.033756178,0.15893306,0.13362005,0.20857882,0.102580555,0.16556582,0.12142272,0.024829298,0.10887268,0.21826492,0.020080173,0.07713705,0.2993168,0.008340517,0.25284714,0.158381,0.2972153,0.12338827,0.3838241,0.22314669
sample_3676,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3677,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3678,0.3520596,0.076518595,0.055689722,0.234477,0.07091586,0.006927192,0.1331555,0.20502,0.10024631,0.16395171,0.12339377,0.024285704,1.0080903,0.21509488,0.048559632,0.24813485,0.30329207,0.025790293,0.2467483,0.16292974,0.29759708,0.12243789,0.4070611,0.22094014
sample_3679,0.0880033,0.0787061,0.10126105,0.23715414,0.06123861,0.10112171,0.13344538,0.20635962,0.10172252,0.16519319,0.122159004,0.024623903,0.5633467,0.21709338,0.030950977,0.059210032,0.30019277,0.001124056,0.25037956,0.16011779,0.29736212,0.12301964,0.3884853,0.22232778
sample_3680,0.032501094,0.07892927,0.11325991,0.23923922,0.05423214,0.12648778,0.13352852,0.20783316,0.10216262,0.1652326,0.12178533,0.024726588,0.31996626,0.21769038,0.02324669,0.010709308,0.29997638,0.0036657033,0.25168478,0.15928447,0.2972888,0.123215,0.3886078,0.22274931
sample_3681,0.00042529404,0.08070129,0.12030803,0.23891269,0.026826378,0.14876083,0.13357602,0.20822252,0.10235053,0.16550408,0.12161307,0.024778392,0.2057705,0.2179554,0.022032443,0.039794058,0.29966205,0.0031054155,0.25233063,0.15881412,0.2972507,0.12329443,0.38589734,0.22292936
sample_3682,0.0076793917,0.08045339,0.11488041,0.23892733,0.04156415,0.14165607,0.13356906,0.20820813,0.102316484,0.1653798,0.12165255,0.024765035,0.24281776,0.2179041,0.022078522,0.030939385,0.2991798,0.009833518,0.2521677,0.15890528,0.2972625,0.1232587,0.3881396,0.22288904
sample_3683,0.058497336,0.081569165,0.12881412,0.23961344,0.016939279,0.16684625,0.13365033,0.20888677,0.10270016,0.16566768,0.12131629,0.024860317,0.04713271,0.21843147,0.01900761,0.096844666,0.29908022,0.010489041,0.2531762,0.15808478,0.2971929,0.12343735,0.3829458,0.2232607
sample_3684,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3685,0.028395534,0.081466004,0.12362093,0.23841102,0.021142136,0.15118457,0.13361634,0.20857368,0.10253208,0.1655568,0.121461965,0.024819773,0.13888726,0.21820207,0.020583065,0.0638914,0.29907057,0.010579931,0.25277787,0.15843078,0.2972225,0.12335574,0.38477483,0.22309688
sample_3686,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3687,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3688,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3689,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_3690,0.036044806,0.080906145,0.12408319,0.23957281,0.025345538,0.1557306,0.1336115,0.20854534,0.10252861,0.16551833,0.12146502,0.02481836,0.10954074,0.21819586,0.020792559,0.068121955,0.29931083,0.0091286395,0.25277227,0.15846762,0.29722294,0.12336479,0.38445425,0.2230969
sample_3691,0.04146432,0.08091302,0.12603976,0.2393344,0.029133746,0.15738957,0.13362382,0.20865175,0.10258622,0.16554444,0.121417984,0.024830919,0.09603195,0.21827348,0.02013602,0.077803455,0.2991161,0.01028227,0.25287744,0.15835106,0.29721454,0.12338412,0.38491428,0.22314997
sample_3692,0.012970485,0.081208706,0.11928883,0.23762752,0.034190416,0.13206547,0.13356096,0.20807083,0.10225868,0.1653304,0.121699624,0.024753004,0.28110418,0.2178277,0.023987725,0.018503472,0.29913607,0.010009783,0.25225136,0.15899083,0.29727107,0.12322918,0.3880322,0.22283265
sample_3693,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
